MetricID,Page,Group,Metric,Classification,RealSource,Formula,Unit,TimeWindow,OrgScoped,Joins,DrillDownSource,AttributionDependency,Status,Category(A/B/C/D),PlausibleExternalSource,DuplicateOf,Notes,StatusNorm,CategoryNorm
CONT-0457,ContentOS -> Content,Post-level performance,Views,RAW,"content_metrics.views via metricOf(piece) (content-command-center.tsx:1117,1174), metricOf() takes the metrics row with the latest captured_at (content-command-center.tsx:245-251)",N/A,count,"Unranged: latest 200 content_pieces ordered by posted_at desc (page date-range picker does NOT filter this — content.tsx:998 passes the raw `pieces` query result to ContentCommandCenter, not the range-filtered `perf` variable computed at content.tsx:791-864)","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)","content_pieces + content_metrics, sorted top-6 by the active sort key (views/reach/engagement/cash)",Row's own content link (piece.url) opens the real post,N/A,LIVE,A,,,,LIVE,A
CONT-0458,ContentOS -> Content,Post-level performance,Reach,RAW,content_metrics.reach (content-command-center.tsx:1176-1178),N/A,count,"Unranged: latest 200 content_pieces ordered by posted_at desc (page date-range picker does NOT filter this — content.tsx:998 passes the raw `pieces` query result to ContentCommandCenter, not the range-filtered `perf` variable computed at content.tsx:791-864)","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same as CONT-0457,Same,N/A,LIVE,A,,,"Shows ""—"" when reach is 0/null, not a literal 0.",LIVE,A
CONT-0459,ContentOS -> Content,Post-level performance,Engagement,DERIVED,content-command-center.tsx:1118-1120,interactionsOf(metric) / metric.views * 100,%,"Unranged: latest 200 content_pieces ordered by posted_at desc (page date-range picker does NOT filter this — content.tsx:998 passes the raw `pieces` query result to ContentCommandCenter, not the range-filtered `perf` variable computed at content.tsx:791-864)","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same as CONT-0457,Same,N/A,LIVE,A,,,Same interactionsOf() helper as CONT-0441/0455.,LIVE,A
CONT-0460,ContentOS -> Content,Post-level performance,Watch/retention,RAW,"content-command-center.tsx:1125-1132 — falls back through watch_time_seconds -> avg_watch_pct -> hook_retention_pct, whichever is non-null first","N/A (display fallback chain, not a computed blend)","seconds or %, whichever field is populated","Unranged: latest 200 content_pieces ordered by posted_at desc (page date-range picker does NOT filter this — content.tsx:998 passes the raw `pieces` query result to ContentCommandCenter, not the range-filtered `perf` variable computed at content.tsx:791-864)","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same as CONT-0457,Same,N/A,LIVE,A,,,All three source fields are manually-typed numbers from the Log content dialog (CONT-0500/0499/0498) — never independently verified against each other.,LIVE,A
CONT-0461,ContentOS -> Content,Post-level performance,Replay,DERIVED,content-command-center.tsx:1121-1124,views / reach (only when reach>0 and views is not null),ratio (x),"Unranged: latest 200 content_pieces ordered by posted_at desc (page date-range picker does NOT filter this — content.tsx:998 passes the raw `pieces` query result to ContentCommandCenter, not the range-filtered `perf` variable computed at content.tsx:791-864)","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same as CONT-0457,Same,N/A,LIVE,A,,,"Same formula backs the ""Replay depth"" availability tile (CONT-0484), aggregated instead of per-row.",LIVE,A
CONT-0462,ContentOS -> Content,Post-level performance,Cash,OTHER,"Hardcoded literal ""Not tracked"" (content-command-center.tsx:1188-1192)",None — content_metrics.cash_collected_cents has no write path (same gap as CONT-0444),$,"Unranged: latest 200 content_pieces ordered by posted_at desc (page date-range picker does NOT filter this — content.tsx:998 passes the raw `pieces` query result to ContentCommandCenter, not the range-filtered `perf` variable computed at content.tsx:791-864)","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",None,None,UNAVAILABLE — see Canonical Content -> Cash (CONT-0445 group) for real cash,PLACEHOLDER,D,No evidence of an intended source; dead schema column.,"CONT-0444 (same dead field, different surface)",,PLACEHOLDER,D
CONT-0463,ContentOS -> Content,Content Signals panel,Root cause (Signal/Evidence/Root cause/Implication/Action),OTHER,"RootCauseChain component, src/components/content-signals-panel.tsx:156-312 — client-side conditional text (not AI-generated), driven by computeWeeklyContentCheck()'s untagged/untracked counts (content-signals.server.ts:348-477)","gap = ""mix"" if untaggedCount>0, else ""perf"" if untrackedCount>0, else null (healthy) — content-signals-panel.tsx:169; each of the 5 steps is a fixed template string interpolating the real counts",text (5-step narrative),Fixed trailing 7 days from now(); does NOT respect the page's date-range picker — content-signals.server.ts:353,"content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)","content_pieces (created_at >= 7 days ago) LEFT JOIN content_metrics, via weeklyContentCheckFn (content-signals.functions.ts:48-56)","""N of M posts untagged"" link opens MetricDetailPanel listing the real untagged content_pieces rows (content-signals-panel.tsx:298-309)",N/A,LIVE,B,,,"Not AI — a deterministic, hard-coded diagnostic narrative over real counts. Genuinely reflects real tracking gaps, not fabricated copy.",LIVE,B
CONT-0464,ContentOS -> Content,Content Signals panel,Recommended Mix — Educational,DERIVED,"demand.mix.educational, computed by computeDemand() in content-signals.server.ts:86-315","Weighted mix % from FAQ video clicks (x2), setter-call signals (x3 tagged / x1.5 keyword-scored), onboarding intake signals (x2), and strong-performing reels (x2-3) — see aggregateMix() in content-performance.ts and the weight assignments at content-signals.server.ts:146,165-185,211-224,251-252",%,"Selected date range (range.from-range.to), default trailing 30 days — content-signals.server.ts:80-93","content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",faq_videos + setter_call_signals + onboarding_responses + content_pieces/content_metrics (content-signals.server.ts:95-126),"""Why N%?"" opens MetricDetailPanel of the real Driver rows behind that mechanism (content-signals-panel.tsx:476-491)",N/A,LIVE,B,,,"Badged ""Limited data"" when demand.totalWeight is below the workspace's configured minTotalSignalWeight (content-signals-panel.tsx:357-364) — genuine computed split, not a placeholder, but visibly caveated when thin.",LIVE,B
CONT-0465,ContentOS -> Content,Content Signals panel,Recommended Mix — Credibility,DERIVED,"Same computeDemand() as CONT-0464, mix.credibility",Same formula as CONT-0464,%,"Selected date range (range.from-range.to), default trailing 30 days — content-signals.server.ts:80-93","content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",Same as CONT-0464,Same,N/A,LIVE,B,,"CONT-0464 (same computation, different mechanism key)",,LIVE,B
CONT-0466,ContentOS -> Content,Content Signals panel,Recommended Mix — Authoritative,DERIVED,"Same computeDemand(), mix.authoritative",Same formula as CONT-0464,%,"Selected date range (range.from-range.to), default trailing 30 days — content-signals.server.ts:80-93","content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",Same as CONT-0464,Same,N/A,LIVE,B,,CONT-0464,,LIVE,B
CONT-0467,ContentOS -> Content,Content Signals panel,Recommended Mix — Relatability (target reels/gap/weight per mechanism),DERIVED,"mix.relatability plus per-mechanism reel target/gap/weight, content-signals-panel.tsx:388-444","reels = reelSplit(mix, reelTarget) apportioning the weekly reel target by mix % (src/lib/content-mechanisms.ts reelSplit()); gap = reels - weekly.per[k].count; weight = sum of that mechanism's driver weights","% (mix), count (reels/gap), weight units (kWeight)","Selected date range (range.from-range.to), default trailing 30 days — content-signals.server.ts:80-93","content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",Same as CONT-0464 plus computeWeeklyContentCheck() for `posted`,"""Why N%?"" drill-down same as CONT-0464",N/A,LIVE,B,,CONT-0464,"""Weekly reel target"" is an editable session-local number (content-signals-panel.tsx:366-376) seeded from workspace settings (content_engine.weeklyReelTarget) but a local edit here does not persist back — see content.tsx:306-313 comment.",LIVE,B
CONT-0468,ContentOS -> Content,Content Signals panel,Weekly Check — Reels posted,AGGREGATED,weekly.reels (content-signals.server.ts:405-407),"count of content_pieces with platform in ('reel','tiktok','youtube_short') created in the last 7 days",count,Fixed trailing 7 days from now(); does NOT respect the page's date-range picker — content-signals.server.ts:353,"content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",content_pieces,"Clicking the stat opens MetricDetailPanel of the real reel pieces (content-signals-panel.tsx:522-528,607-620)",N/A,LIVE,A,,,"Target ""5-7"" shown in the sub-label is a fixed hint, not the configurable weeklyReelTarget used elsewhere on the page — inconsistency worth flagging.",LIVE,A
CONT-0469,ContentOS -> Content,Content Signals panel,Weekly Check — categories covered,STATUS,weekly.missing.length===0 (content-signals.server.ts:408),MECHANISM_KEYS.filter(k => per[k].count===0) — which of the 4 mechanisms had zero posts this week,boolean + count,Fixed trailing 7 days from now(); does NOT respect the page's date-range picker — content-signals.server.ts:353,"content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",content_pieces,None (no drill-down on this stat),N/A,LIVE,A,,,,LIVE,A
CONT-0470,ContentOS -> Content,Content Signals panel,Untagged pieces,AGGREGATED,"weekly.per['untagged'].count (content-signals.server.ts:381,384-386)",count of content_pieces (last 7 days) with mechanism IS NULL,count,Fixed trailing 7 days from now(); does NOT respect the page's date-range picker — content-signals.server.ts:353,"content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",content_pieces,"Click opens MetricDetailPanel of the real untagged rows (content-signals-panel.tsx:540-545,607-620)",N/A,LIVE,A,,,"Same underlying count also drives the Root Cause chain's ""mix"" gap (CONT-0463).",LIVE,A
CONT-0471,ContentOS -> Content,Content Signals panel,Best/worst mechanism (top/worst mechanism),DERIVED,weekly.best / weekly.worst + weekly.worstDiagnosis (content-signals.server.ts:409-474),"score(k) = per[k].dms + per[k].calls*3; best = highest score, worst = lowest score among mechanisms with count>0; worstDiagnosis classifies each worst-mechanism piece via classifyPerformance() against its own (mechanism x platform) trailing baseline (content-performance.ts + content-performance.server.ts fetchBaseline())",text label + detail sentence,Fixed trailing 7 days from now(); does NOT respect the page's date-range picker — content-signals.server.ts:353,"content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)","content_pieces + content_metrics, plus a historical baseline window fetched per (mechanism,platform) bucket","None directly, but the underlying pieces are the same ones shown via CONT-0468/0470's drill-downs",N/A,LIVE,B,,,"Diagnosis is bucket-relative (own account's own trailing baseline), never an absolute/industry threshold — matches the app's stated no-fabricated-thresholds design principle.",LIVE,B
CONT-0472,ContentOS -> Content,Content Signals panel,Drivers Log,EVENT,"demand.drivers (content-signals.server.ts:133-262), rendered by DriversLogCard (content-signals-panel.tsx:663-726)","Each driver is one real signal record (an FAQ video, a setter-call signal, an onboarding intake, or a strong-performing reel) with its computed weight — not an aggregate",list of records + weight,"Selected date range (range.from-range.to), default trailing 30 days — content-signals.server.ts:80-93","content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",faq_videos / setter_call_signals / onboarding_responses / content_pieces,Clicking a driver row opens its own MetricDetailPanel (content-signals-panel.tsx:713-723),N/A,LIVE,A,,,Capped at the top 24 drivers by weight (content-signals.server.ts:305).,LIVE,A
CONT-0473,ContentOS -> Content,Content Signals panel,AI Bottleneck Read — Finding,OTHER,"insight.finding, from analyzeContentSystem() -> gatewayInsights() (content-signals.server.ts:509-587,590-886), Lovable AI Gateway call (model openai/gpt-5.6-sol)","AI-generated text, forced into structured JSON via tool-calling (content-signals.server.ts:521-563); not a formula",text,"Selected date range (range.from-range.to), default trailing 30 days — content-signals.server.ts:80-93","content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",Aggregates content_pieces/content_metrics/vsl_metric_snapshots/faq_videos/setter_call_signals/calls/payments/onboarding_responses (content-signals.server.ts:600-668) into one prompt payload,"""Supporting records"" chips list the relevant record identifiers cited by the AI (content-signals-panel.tsx:831-846)",AI is explicitly instructed to caveat attribution/revenue claims via `attributionLimitations` (content-signals.server.ts:881; prompt spec at :867-883),PARTIALLY CONNECTED,B,"Lovable AI Gateway (process.env.LOVABLE_API_KEY) — real integration, not mocked, but depends on that key being configured (content-signals.server.ts:510-511 returns status:""not_configured"" otherwise)",,"Real, working AI call grounded in real query results (not fabricated), but its availability depends on an operator-supplied API key. Renders explicit ""AI is not configured"" / ""AI error"" / rate-limit states rather than silently failing (content-signals-panel.tsx:775-787).",PARTIALLY CONNECTED,B
CONT-0474,ContentOS -> Content,Content Signals panel,AI Bottleneck Read — Evidence,OTHER,"insight.supportingData, same call as CONT-0473","AI-generated, instructed to cite ""the exact numbers from the data below"" (content-signals.server.ts:875)",text,"Selected date range (range.from-range.to), default trailing 30 days — content-signals.server.ts:80-93","content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",Same as CONT-0473,Same,Same as CONT-0473,PARTIALLY CONNECTED,B,Lovable AI Gateway,CONT-0473,,PARTIALLY CONNECTED,B
CONT-0475,ContentOS -> Content,Content Signals panel,AI Bottleneck Read — Why it matters,OTHER,"insight.whyItMatters, same call",AI-generated,text,"Selected date range (range.from-range.to), default trailing 30 days — content-signals.server.ts:80-93","content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",Same as CONT-0473,Same,N/A,PARTIALLY CONNECTED,B,Lovable AI Gateway,CONT-0473,,PARTIALLY CONNECTED,B
CONT-0476,ContentOS -> Content,Content Signals panel,AI Bottleneck Read — Recommended action,OTHER,"insight.recommendedAction, same call",AI-generated,text,"Selected date range (range.from-range.to), default trailing 30 days — content-signals.server.ts:80-93","content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",Same as CONT-0473,Same,N/A,PARTIALLY CONNECTED,B,Lovable AI Gateway,CONT-0473,,PARTIALLY CONNECTED,B
CONT-0477,ContentOS -> Content,Content Signals panel,AI Bottleneck Read — Confidence,OTHER,"insight.confidence, enum forced by the tool schema to high|medium|low (content-signals.server.ts:538)","AI-assigned, instructed to be ""low whenever the sample size is small or the data is bucketed as not-enough-data"" (content-signals.server.ts:878)",categorical,"Selected date range (range.from-range.to), default trailing 30 days — content-signals.server.ts:80-93","content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",Same as CONT-0473,"Rendered as a colored badge (content-signals-panel.tsx:728-733,816-824)",N/A,PARTIALLY CONNECTED,B,Lovable AI Gateway,CONT-0473,,PARTIALLY CONNECTED,B
CONT-0478,ContentOS -> Content,Content Signals panel,AI Bottleneck Read — Sample size,OTHER,insight.sampleSize (content-signals.server.ts:539),"AI-stated denominator in words, instructed to be ""the exact count/denominator behind the finding"" (content-signals.server.ts:879)",text,"Selected date range (range.from-range.to), default trailing 30 days — content-signals.server.ts:80-93","content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",Same as CONT-0473,Same,N/A,PARTIALLY CONNECTED,B,Lovable AI Gateway,CONT-0473,"AI-generated text, not a server-computed count — trusts the model to transcribe a real number from the prompt payload rather than the server independently verifying it.",PARTIALLY CONNECTED,B
CONT-0479,ContentOS -> Content,Content Signals panel,Setter Signals — Beliefs,EVENT,"setter_call_signals.limiting_beliefs (text[]), src/components/setter-signals-panel.tsx:41-52; written via logSetterSignalFn -> extractSetterSignals() AI screen (content-signals.functions.ts:59-95, content-signals.server.ts:888-919)","AI-extracted list from a pasted transcript/notes, forced JSON (content-signals.server.ts:897-898)",list of text,"None — snapshot of current row/record state, not time-windowed (query filtered to the selected page date range via call_date — setter-signals-panel.tsx:44)","content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",setter_call_signals,Row itself in the Setter Signals list,N/A,LIVE,B,Lovable AI Gateway for the extraction step; the raw transcript/notes themselves are always manually pasted (no call-recording integration),,"Also auto-ingested right after a call is logged via autoIngestCallSignalFn (content-signals.functions.ts:103-132), not only the manual-paste flow.",LIVE,B
CONT-0480,ContentOS -> Content,Content Signals panel,Setter Signals — Objections,EVENT,"setter_call_signals.objections (text[]), same source as CONT-0479",Same AI extraction,list of text,Same as CONT-0479,"content-signals.functions.ts:5-10 orgOf() resolves org_id from memberships by userId (requireSupabaseAuth-gated), then every query in content-signals.server.ts filters .eq(""org_id"", orgId)",setter_call_signals,Same,N/A,LIVE,B,Lovable AI Gateway,CONT-0479,,LIVE,B
CONT-0481,ContentOS -> Content,Availability tiles,Audience snapshot,OTHER,"Hardcoded literal ""Not connected"" (content-command-center.tsx:1224 value=""Not connected"")",None,text,N/A,N/A,None,None,UNAVAILABLE,NOT AVAILABLE,D,"Instagram/TikTok/YouTube Business/Creator APIs (account-level followers, demographics, countries, cities) — no connector rows or env vars found for any social platform API in this repo (grep of src/routes/api/public/* shows only stripe/paypal/wise/fanbasis/whop/typeform webhook routes)",,"Explicitly documented in the UI copy itself as needing ""an account-level source"" (content-command-center.tsx:1225).",NOT AVAILABLE,D
CONT-0482,ContentOS -> Content,Availability tiles,Stories (slide views),AGGREGATED,"storiesSummary query (content.tsx:597-635), reading story_slides LEFT JOIN slide_metrics",sum(slide_metrics.views) across all story_slides for the org; sequencesTracked = distinct content_id count; avgExitRatePct = totalExits/totalViews*100,"count (views), count (sequences/slides), %","None — all rows for the org, no date filter in the query","content.tsx:607 .eq(""org_id"", orgId!) on story_slides (slide_metrics joined via FK, no separate org filter needed since story_slides is already org-scoped)",story_slides LEFT JOIN slide_metrics,None on the tile itself; the underlying data is managed via the Slides panel (CONT-0516/0517),N/A,LIVE,A,,,"Code comment (content.tsx:593-596) states this replaced a previously-hardcoded ""Not connected"" card — real fix, verified against real tables.",LIVE,A
CONT-0483,ContentOS -> Content,Availability tiles,Retention,AGGREGATED,stats.averageWatchPct (content-command-center.tsx:409-420),avg(avg_watch_pct ?? hook_retention_pct ?? 0) over pieces where any of avg_watch_pct/hook_retention_pct/watch_time_seconds is non-null,%,"Unranged: latest 200 content_pieces ordered by posted_at desc (page date-range picker does NOT filter this — content.tsx:998 passes the raw `pieces` query result to ContentCommandCenter, not the range-filtered `perf` variable computed at content.tsx:791-864)","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",content_pieces + content_metrics,None,N/A,LIVE,A,,,All source fields are manually typed in the Log content dialog — not independently measured.,LIVE,A
CONT-0484,ContentOS -> Content,Availability tiles,Replay depth,DERIVED,stats.averageReplayDepth (content-command-center.tsx:402-408),"sum(views) / sum(reach), over pieces where both reach>0 and views is logged",ratio (x),"Unranged: latest 200 content_pieces ordered by posted_at desc (page date-range picker does NOT filter this — content.tsx:998 passes the raw `pieces` query result to ContentCommandCenter, not the range-filtered `perf` variable computed at content.tsx:791-864)","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",content_pieces + content_metrics,None on the tile; same underlying formula as the per-row Replay column (CONT-0461),N/A,LIVE,A,,"CONT-0461 (same views/reach formula, aggregated vs. per-row)",,LIVE,A
CONT-0485,ContentOS -> Content,Table view columns,Title,RAW,content_pieces.title (content.tsx:1116-1119),N/A,text,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",None,Click opens the Overview dialog (CONT-0518 group),N/A,LIVE,A,,,"Table tab shows ALL content_pieces (up to 200), not date-range filtered.",LIVE,A
CONT-0486,ContentOS -> Content,Table view columns,Platform,RAW,content_pieces.platform (content.tsx:1122-1124),N/A,text (enum),"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",None,Row itself,N/A,LIVE,A,,,"This column shows the raw `platform` enum (which is really a FORMAT — reel/carousel/story_sequence/etc, see platform-format.ts doc comment), not the true brand platform (source_platform). Labeled ""Platform"" in the UI, which is the same naming ambiguity flagged elsewhere (CONT-0447/0456).",LIVE,A
CONT-0487,ContentOS -> Content,Table view columns,Angle,RAW,content_pieces.angle (content.tsx:1125),N/A,text (enum: authority/story/contrarian/tutorial/case_study/aspirational/fear/social_proof),"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",None,Row itself,N/A,LIVE,A,,,,LIVE,A
CONT-0488,ContentOS -> Content,Table view columns,Funnel,RAW,content_pieces.funnel_stage (content.tsx:1126-1136),N/A,text (TOF/MOF/BOF),"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",None,Row itself,N/A,LIVE,A,,,,LIVE,A
CONT-0489,ContentOS -> Content,Table view columns,Link,RAW,content_pieces.url (content.tsx:1137-1151),N/A,URL,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",None,Opens the real external post in a new tab,N/A,LIVE,A,,,,LIVE,A
CONT-0490,ContentOS -> Content,Table view columns,Views,RAW,"content_metrics.views, first array element (content.tsx:1091,1152-1154 — no explicit ORDER BY captured_at on this query, unlike content-command-center.tsx's metricOf() which sorts)",N/A,count,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",content_pieces LEFT JOIN content_metrics,Row itself,N/A,LIVE,A,,,"In practice each content_pieces row has at most one content_metrics row (the save mutation upserts a single row, content.tsx:691-709), so the missing ORDER BY is currently harmless.",LIVE,A
CONT-0491,ContentOS -> Content,Table view columns,Leads,RAW,content_metrics.leads_generated (content.tsx:1155-1157),N/A,count,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same as CONT-0490,Row itself,N/A,LIVE,A,,,,LIVE,A
CONT-0492,ContentOS -> Content,Table view columns,Closes,OTHER,"Hardcoded ""Not tracked"" (content.tsx:1161-1163)",None — content_metrics.closes has no write path (see CONT-0444),count,N/A,N/A,None,None,UNAVAILABLE,PLACEHOLDER,D,No evidence of intended source,CONT-0444,,PLACEHOLDER,D
CONT-0493,ContentOS -> Content,Table view columns,Cash,OTHER,"Hardcoded ""Not tracked"" (content.tsx:1164-1166)",None — content_metrics.cash_collected_cents has no write path,$,N/A,N/A,None,None,UNAVAILABLE,PLACEHOLDER,D,No evidence of intended source,"CONT-0444, CONT-0462",,PLACEHOLDER,D
CONT-0494,ContentOS -> Content,Table view columns,Retention,RAW,content_metrics.hook_retention_pct (content.tsx:1167-1169),N/A,%,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same as CONT-0490,Row itself,N/A,LIVE,A,,,"Manually typed value, not computed.",LIVE,A
CONT-0495,ContentOS -> Content,Log content dialog fields,Views,RAW,"form field name=""views"" -> content_metrics.views (content.tsx:637-718 (save mutation) writes content_metrics; the field itself is a plain manually-typed number input in ContentForm (content.tsx:1365-1854); input at content.tsx:1665-1667)",N/A (manual entry),count,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,Native platform analytics could auto-fill this,,,LIVE,A
CONT-0496,ContentOS -> Content,Log content dialog fields,Reach,RAW,"form field ""reach"" -> content_metrics.reach (content.tsx:1668-1671)",N/A,count,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,,LIVE,A
CONT-0497,ContentOS -> Content,Log content dialog fields,Leads,RAW,"form field ""leads"" -> content_metrics.leads_generated (content.tsx:670,1672-1675)",N/A,count,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,,LIVE,A
CONT-0498,ContentOS -> Content,Log content dialog fields,Hook retention %,RAW,"form field ""retention"" -> content_metrics.hook_retention_pct (content.tsx:671,1676-1686)","N/A — manually typed, NOT computed despite the % unit",%,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,"Input list tags this DERIVED — incorrect; it is a raw manual-entry field, confirmed by the plain <Input type=""number""> at content.tsx:1678-1685 with no computation.",LIVE,A
CONT-0499,ContentOS -> Content,Log content dialog fields,Avg watch %,RAW,"form field ""avg_watch_pct"" -> content_metrics.avg_watch_pct (content.tsx:672,1687-1697)",N/A — manual entry,%,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,Same DERIVED mislabel as CONT-0498.,LIVE,A
CONT-0500,ContentOS -> Content,Log content dialog fields,Watch time,RAW,"form field ""watch_time_seconds"" -> content_metrics.watch_time_seconds (content.tsx:673,1704-1712)",N/A,seconds,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,,LIVE,A
CONT-0501,ContentOS -> Content,Log content dialog fields,3 sec hold %,RAW,"form field ""three_sec_hold_pct"" -> content_metrics.three_sec_hold_pct (content.tsx:674,1713-1723)",N/A — manual entry,%,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,Mislabeled DERIVED in the input list.,LIVE,A
CONT-0502,ContentOS -> Content,Log content dialog fields,10 sec retention %,RAW,"form field ""ten_sec_retention_pct"" -> content_metrics.ten_sec_retention_pct (content.tsx:675,1724-1734)",N/A — manual entry,%,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,Mislabeled DERIVED in the input list.,LIVE,A
CONT-0503,ContentOS -> Content,Log content dialog fields,Drop-off seconds/%,RAW,"TWO distinct fields: form ""drop_off_seconds"" -> content_metrics.drop_off_seconds (content.tsx:676,1736-1743) AND form ""drop_off_rate_pct"" -> content_metrics.drop_off_rate_pct (content.tsx:688,1761-1770)","N/A — both manual entry, not one computed field",seconds AND %,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,The input list's single row conflates two separate DB columns/form fields.,LIVE,A
